#FILENAME= 'hlsp_exo_kepler_phot_KPLR8191672_kep_v1.0_dtr.txt'
#TARGNAME= 'KPLR8191672'
#TELESCOP= 'Kepler'            / Telescope used for observation
#INSTRUME= 'Photometer'        / Instrument used for observation
#RA_TARG =           299.40700 / [deg] target right ascension (J2000)
#DEC_TARG=            44.03503 / [deg] target declination (J2000)
#RMAGTARG=              13.321 / target r magnitude from KIC
#G-R_TARG=               0.562 / target g-r magnitude from KIC
#DATEMIN =      2454953.538373 / earliest observation date
#DATEMAX =      2454997.983269 / latest observation date
#CAD_TIME=           1765.4976 / [s] median time between samples
#TIME_FIL=             0.96596 / fraction of time interval with observations
#FLUXRMS =          1.3759e-04 / rms of sigma-clipped detrended normalized flux
# 
#NPTS    =                2102 / number of time samples
#COLUMN_1= 'HJD'               / Heliocentric Julian Date
#COLUMN_2= 'Detr_Norm_Flux'    / detrended normalized flux in Kepler bandpass
# 
2454977.119712   0.994340
2454977.140146   0.993156
2454977.160581   0.992758
2454977.181015   0.992729
2454977.201450   0.992835
2454977.221884   0.992649
2454977.242319   0.993186
2454977.262753   0.994121
2454977.283187   0.998376
2454977.303622   0.999966
2454977.324056   1.000190
2454977.344491   0.999840
2454977.364925   1.000156
2454977.385360   0.999798
2454977.405794   1.000086
2454977.426229   0.999927
2454977.446663   0.999930
2454977.467097   0.999924
2454977.487532   0.999734
2454977.507966   0.999923
2454977.528401   0.999964
2454977.548835   0.999851
2454977.569270   1.000105
2454977.589704   0.999958
2454977.610138   1.000067
2454977.630573   0.999978
2454977.651007   0.999831
2454977.671442   1.000012
2454977.691876   0.999878
2454977.712311   1.000077
2454977.732745   0.999826
2454977.753180   1.000428
2454977.773614   1.000149
2454977.794048   0.999944
2454977.814483   1.000075
2454977.834917   1.000066
2454977.855352   0.999926
2454977.875786   1.000048
2454977.896220   0.999888
2454977.916655   0.999917
2454977.937089   0.999832
2454977.957524   0.999995
2454977.977958   1.000044
2454977.998393   0.999968
2454978.018827   0.999991
2454978.039262   0.999825
2454978.059696   1.000075
2454978.080130   0.999962
2454978.100565   0.999874
2454978.120999   1.000181
2454978.141434   0.999754
2454978.161868   1.000149
2454978.182303   0.999904
2454978.202737   0.999912
2454978.223172   0.999896
2454978.243606   1.000011
2454978.264040   0.999856
2454978.284475   0.999896
2454978.304909   0.999977
2454978.325344   0.999972
2454978.345778   1.000109
2454978.366213   0.999850
2454978.386647   1.000275
2454978.407081   1.000018
2454978.427516   0.999739
2454978.447950   0.999905
2454978.468385   1.000030
2454978.488819   1.000019
2454978.509254   1.000034
2454978.529688   1.000079
2454978.550122   1.000197
2454978.570557   0.999953
2454978.590991   0.999889
2454978.611426   1.000125
2454978.631860   0.999966
2454978.652295   0.999860
2454978.672729   1.000147
2454978.693163   0.999944
2454978.713598   0.999938
2454978.734032   1.000117
2454978.754467   0.999852
2454978.774901   0.999681
2454978.795336   1.000051
2454978.815770   0.999972
2454978.836204   1.000043
2454978.856639   1.000087
2454978.877073   0.999890
2454978.897508   0.999803
2454978.917942   0.999723
2454978.938377   0.999943
2454978.958811   0.999888
2454978.979245   0.999973
2454978.999680   0.999839
2454979.020114   0.999827
2454979.040549   0.999830
2454979.060983   0.999886
2454979.081418   1.000049
2454979.101852   0.999987
2454979.122287   1.000177
2454979.142721   0.999920
2454979.163155   1.000008
2454979.183590   0.999920
2454979.204024   1.000061
2454979.224459   0.999949
2454979.244893   1.000022
2454979.265328   1.000104
2454979.285762   0.999987
2454979.306197   1.000112
2454979.347065   1.000149
2454979.367500   0.999873
2454979.387934   0.999926
2454979.408369   0.999894
2454979.428803   1.000049
2454979.449238   0.999792
2454979.469672   1.000073
2454979.490106   1.000240
2454979.510541   0.999783
2454979.530975   0.999714
2454979.551410   0.999829
2454979.571844   0.999849
2454979.592279   1.000070
2454979.612713   1.000031
2454979.633147   1.000099
2454979.653582   1.000040
2454979.674016   0.999909
2454979.694451   0.999958
2454979.714885   0.999788
2454979.735320   0.999942
2454979.755754   1.000029
2454979.776188   0.999895
2454979.796623   1.000200
2454979.817057   1.000004
2454979.837492   0.999857
2454979.857926   0.999949
2454979.878361   0.999948
2454979.898795   0.999876
2454979.919230   0.999850
2454979.939664   0.999953
2454979.960098   0.999840
2454979.980533   1.000021
2454980.000967   0.999987
2454980.021402   0.999979
2454980.041836   1.000150
2454980.062271   0.999910
2454980.082705   0.999943
2454980.103139   1.000067
2454980.123574   1.000024
2454980.144008   0.999872
2454980.164443   0.999992
2454980.184877   0.999873
2454980.205312   1.000054
2454980.225746   0.999949
2454980.246181   0.999981
2454980.266615   1.000203
2454980.287049   0.999922
2454980.307484   0.999870
2454980.327918   0.999958
2454980.348353   1.000106
2454980.368787   0.999960
2454980.389222   0.999859
2454980.409656   1.000149
2454980.430090   0.999839
2454980.450525   1.000045
2454980.470959   0.999840
2454980.491394   0.999912
2454980.511828   1.000136
2454980.532263   1.000007
2454980.552697   1.000036
2454980.573131   0.999767
2454980.593566   0.999771
2454980.614000   0.999675
2454980.634435   0.999878
2454980.654869   0.997076
2454980.675304   0.993729
2454980.695738   0.993027
2454980.716172   0.992909
2454980.736607   0.992667
2454980.757041   0.992885
2454980.777476   0.993026
2454980.797910   0.993379
2454980.818345   0.995054
2454980.838779   0.999880
2454980.859213   1.000084
2454980.879648   0.999999
2454980.900082   1.000089
2454980.920517   1.000168
2454980.940951   0.999995
2454980.961386   0.999821
2454980.981820   0.999798
2454981.002255   1.000101
2454981.022689   1.000233
2454981.043124   0.999990
2454981.063558   0.999801
2454981.083992   1.000021
2454981.104427   1.000040
2454981.124861   0.999964
2454981.145296   0.999993
2454981.165730   0.999946
2454981.186164   1.000088
2454981.206599   0.999945
2454981.227033   0.999950
2454981.247468   1.000070
2454981.267902   0.999668
2454981.288337   0.999954
2454981.308771   0.999700
2454981.329206   0.999805
2454981.349640   0.999720
2454981.370074   1.000021
2454981.390509   1.000051
2454981.410943   1.000226
2454981.431378   1.000035
2454981.451812   0.999930
2454981.472247   0.999834
2454981.492681   0.999868
2454981.513115   0.999999
2454981.533550   0.999990
2454981.553984   0.999968
2454981.574419   1.000021
2454981.594853   1.000151
2454981.615288   1.000032
2454981.635722   1.000135
2454981.656156   1.000161
2454981.676591   0.999879
2454981.697025   1.000200
2454981.717460   0.999876
2454981.737894   0.999842
2454981.758329   0.999964
2454981.778763   0.999811
2454981.799198   1.000052
2454981.819632   1.000101
2454981.840066   0.999776
2454981.860501   1.000237
2454981.880935   0.999903
2454981.901370   0.999700
2454981.921804   1.000070
2454981.942239   0.999947
2454981.962673   1.000004
2454981.983107   0.999947
2454982.003542   0.999994
2454982.023976   1.000030
2454982.044411   0.999992
2454982.064845   0.999991
2454982.085280   0.999884
2454982.105714   0.999809
2454982.126149   0.999977
2454982.146583   0.999615
2454982.167017   0.999745
2454982.187452   0.999970
2454982.207886   1.000179
2454982.228321   1.000031
2454982.248755   0.999984
2454982.269190   1.000238
2454982.289624   1.000208
2454982.330493   1.000068
2454982.350927   0.999792
2454982.371362   0.999951
2454982.391796   0.999775
2454982.412231   0.999949
2454982.432665   1.000063
2454982.453099   1.000130
2454982.473534   0.999932
2454982.493968   0.999761
2454982.514403   0.999869
2454982.534837   0.999973
2454982.555272   0.999879
2454982.575706   1.000213
2454982.596140   0.999995
2454982.616575   0.999995
2454982.637009   0.999965
2454982.657444   1.000021
2454982.677878   1.000028
2454982.698313   0.999905
2454982.718747   0.999734
2454982.739182   0.999952
2454982.759616   1.000160
2454982.780050   0.999970
2454982.800485   0.999825
2454982.820919   0.999659
2454982.841354   1.000062
2454982.861788   0.999884
2454982.882223   1.000064
2454982.902657   0.999958
2454982.923091   0.999802
2454982.943526   0.999920
2454982.963960   1.000036
2454982.984395   1.000157
2454983.004829   0.999913
2454983.025264   0.999918
2454983.045698   0.999965
2454983.066133   0.999877
2454983.086567   0.999860
2454983.107001   0.999957
2454983.127436   1.000066
2454983.147870   1.000033
2454983.168305   0.999898
2454983.188739   1.000389
2454983.209174   0.999970
2454983.229608   0.999845
2454983.250042   0.999920
2454983.270477   1.000001
2454983.290911   0.999695
2454983.311346   1.000194
2454983.331780   1.000222
2454983.352214   1.000072
2454983.372649   0.999982
2454983.393083   0.999785
2454983.413518   0.999960
2454983.433952   0.999989
2454983.454387   1.000101
2454983.474821   1.000077
2454983.495256   0.999954
2454983.515690   1.000136
2454983.536125   0.999780
2454983.556559   1.000020
2454983.576993   0.999713
2454983.597428   1.000084
2454983.617862   1.000055
2454983.638297   1.000086
2454983.658731   1.000178
2454983.679165   0.999791
2454983.699600   0.999842
2454983.720034   1.000044
2454983.740469   0.999737
2454983.760903   0.999781
2454983.781338   0.999834
2454983.801772   1.000207
2454983.822207   0.999802
2454983.842641   0.999956
2454983.863076   0.999695
2454983.883510   0.999903
2454983.903944   0.999905
2454983.924379   0.999932
2454983.944813   1.000087
2454983.965248   1.000107
2454983.985682   1.000200
2454984.006116   0.999989
2454984.026551   1.000137
2454984.046985   1.000059
2454984.067420   0.999898
2454984.087854   1.000085
2454984.108289   0.999869
2454984.128723   1.000165
2454984.149157   0.999966
2454984.169592   0.999936
2454984.190026   0.999923
2454984.210461   0.995228
2454984.230895   0.993424
2454984.251330   0.992972
2454984.271764   0.992928
2454984.292199   0.992847
2454984.312633   0.992802
2454984.333067   0.992996
2454984.353502   0.993701
2454984.373936   0.996757
2454984.394371   0.999924
2454984.414805   0.999822
2454984.435240   0.999821
2454984.455674   0.999660
2454984.476108   0.999908
2454984.496543   0.999739
2454984.516977   0.999965
2454984.537412   0.999899
2454984.557846   0.999948
2454984.578281   1.000001
2454984.598715   1.000147
2454984.619150   0.999896
2454984.639584   1.000141
2454984.660018   1.000095
2454984.680453   0.999957
2454984.700887   1.000113
2454984.721322   1.000031
2454984.741756   0.999813
2454984.762191   0.999904
2454984.782625   1.000043
2454984.803059   0.999944
2454984.823494   0.999979
2454984.843928   0.999841
2454984.864363   0.999991
2454984.884797   0.999977
2454984.905232   0.999977
2454984.925666   0.999990
2454984.946100   1.000052
2454984.966535   0.999739
2454984.986969   0.999666
2454985.007404   1.000097
2454985.027838   1.000045
2454985.048273   0.999780
2454985.068707   1.000151
2454985.089141   1.000148
2454985.109576   0.999826
2454985.130010   1.000014
2454985.150445   1.000153
2454985.170879   0.999995
2454985.191314   0.999914
2454985.211748   1.000122
2454985.232183   0.999956
2454985.252617   1.000234
2454985.273051   1.000067
2454985.313920   0.999774
2454985.334355   1.000081
2454985.354789   1.000003
2454985.375224   0.999850
2454985.395658   0.999888
2454985.416092   0.999914
2454985.436527   1.000165
2454985.456961   0.999712
2454985.477396   1.000060
2454985.497830   0.999845
2454985.518265   1.000084
2454985.538699   0.999788
2454985.559134   0.999997
2454985.579568   0.999987
2454985.600002   0.999917
2454985.620437   1.000034
2454985.640871   0.999694
2454985.661306   1.000227
2454985.681740   1.000065
2454985.702175   0.999621
2454985.722609   0.999980
2454985.743043   0.999968
2454985.763478   1.000016
2454985.783912   1.000161
2454985.804347   0.999806
2454985.824781   0.999832
2454985.845216   0.999621
2454985.865650   1.000023
2454985.886084   1.000084
2454985.906519   1.000046
2454985.926953   1.000056
2454985.947388   0.999968
2454985.967822   0.999901
2454985.988257   1.000207
2454986.008691   1.000092
2454986.029125   1.000091
2454986.049560   0.999764
2454986.069994   0.999978
2454986.110863   0.999909
2454986.131298   0.999645
2454986.151732   1.000033
2454986.172166   0.999965
2454986.192601   1.000041
2454986.213035   0.999817
2454986.233470   0.999994
2454986.253904   0.999791
2454986.274339   0.999857
2454986.294773   0.999879
2454986.315208   0.999765
2454986.335642   1.000098
2454986.356076   0.999798
2454986.376511   0.999832
2454986.396945   1.000137
2454986.417380   1.000257
2454986.437814   0.999935
2454986.458249   1.000113
2454986.478683   1.000075
2454986.499118   0.999998
2454986.519552   0.999909
2454986.539986   0.999687
2454986.560421   1.000123
2454986.580855   0.999969
2454986.601290   0.999874
2454986.621724   1.000022
2454986.642159   0.999932
2454986.662593   0.999901
2454986.683027   1.000107
2454986.703462   0.999981
2454986.723896   1.000099
2454986.744331   0.999969
2454986.764765   0.999797
2454986.785200   1.000048
2454986.805634   0.999811
2454986.826068   0.999918
2454986.846503   1.000076
2454986.866937   0.999871
2454986.887372   0.999989
2454986.907806   0.999908
2454986.928241   0.999866
2454986.948675   0.999873
2454986.969109   0.999754
2454986.989544   0.999969
2454987.009978   1.000071
2454987.030413   0.999949
2454987.050847   0.999994
2454987.071282   0.999915
2454987.091716   1.000114
2454987.112151   0.999827
2454987.132585   1.000091
2454987.153019   0.999978
2454987.173454   0.999987
2454987.193888   0.999816
2454987.214323   1.000207
2454987.234757   0.999931
2454987.255192   0.999761
2454987.275626   0.999974
2454987.296060   1.000167
2454987.316495   1.000066
2454987.336929   1.000004
2454987.357364   0.999984
2454987.377798   1.000095
2454987.398233   0.999882
2454987.418667   1.000134
2454987.439102   0.999955
2454987.459536   0.999923
2454987.479970   0.999893
2454987.500405   1.000000
2454987.520839   0.999925
2454987.541274   0.999874
2454987.561708   0.999933
2454987.582143   0.999833
2454987.602577   1.000119
2454987.623011   0.999774
2454987.643446   1.000027
2454987.663880   0.999894
2454987.684315   1.000049
2454987.704749   1.000046
2454987.725184   1.000015
2454987.745618   0.998381
2454987.766052   0.994237
2454987.786487   0.993317
2454987.806921   0.992714
2454987.827356   0.992822
2454987.847790   0.992728
2454987.868225   0.993028
2454987.888659   0.993229
2454987.909094   0.994219
2454987.929528   0.998779
2454987.949962   1.000010
2454987.970397   0.999943
2454987.990831   0.999916
2454988.011266   0.999854
2454988.031700   1.000320
2454988.052135   1.000026
2454988.072569   1.000017
2454988.093003   0.999803
2454988.113438   0.999904
2454988.133872   1.000096
2454988.154307   0.999812
2454988.174741   0.999982
2454988.195176   1.000124
2454988.215610   0.999953
2454988.236044   1.000025
2454988.256479   0.999846
2454988.297348   0.999906
2454988.317782   0.999992
2454988.338217   1.000023
2454988.358651   1.000046
2454988.379085   1.000038
2454988.399520   0.999930
2454988.419954   1.000076
2454988.440389   0.999833
2454988.460823   0.999931
2454988.481258   1.000001
2454988.501692   0.999958
2454988.522126   0.999854
2454988.542561   0.999987
2454988.583430   0.999913
2454988.603864   0.999903
2454988.624299   1.000232
2454988.644733   0.999942
2454988.665168   1.000109
2454988.685602   1.000047
2454988.706036   0.999885
2454988.726471   1.000023
2454988.746905   0.999999
2454988.767340   0.999838
2454988.787774   0.999982
2454988.808209   1.000016
2454988.828643   1.000099
2454988.849077   1.000039
2454988.869512   0.999824
2454988.889946   1.000016
2454988.910381   1.000069
2454988.930815   0.999971
2454988.951250   0.999962
2454988.971684   0.999783
2454988.992119   0.999956
2454989.012553   1.000218
2454989.032987   0.999985
2454989.053422   0.999856
2454989.073856   0.999746
2454989.094291   0.999913
2454989.114725   0.999815
2454989.135160   1.000064
2454989.155594   1.000327
2454989.176028   1.000094
2454989.196463   0.999931
2454989.216897   1.000138
2454989.237332   0.999981
2454989.257766   1.000304
2454989.278201   1.000007
2454989.298635   0.999847
2454989.319069   1.000208
2454989.339504   0.999761
2454989.359938   1.000014
2454989.380373   0.999980
2454989.400807   0.999971
2454989.421242   1.000041
2454989.441676   0.999965
2454989.462110   1.000085
2454989.482545   0.999761
2454989.502979   0.999812
2454989.523414   1.000131
2454989.543848   0.999906
2454989.564283   0.999997
2454989.584717   0.999761
2454989.605152   0.999939
2454989.625586   0.999738
2454989.646020   0.999813
2454989.666455   1.000006
2454989.686889   0.999984
2454989.707324   0.999765
2454989.727758   1.000325
2454989.748193   1.000066
2454989.768627   0.999849
2454989.789061   0.999925
2454989.809496   1.000155
2454989.829930   1.000065
2454989.850365   0.999904
2454989.870799   0.999963
2454989.891234   0.999918
2454989.911668   1.000017
2454989.932103   0.999730
2454989.952537   1.000173
2454989.972971   0.999981
2454989.993406   0.999999
2454990.013840   0.999972
2454990.034275   0.999972
2454990.054709   1.000133
2454990.075144   0.999808
2454990.095578   0.999995
2454990.116012   1.000138
2454990.136447   0.999979
2454990.156881   0.999925
2454990.177316   1.000008
2454990.197750   0.999765
2454990.218185   0.999903
2454990.238619   1.000020
2454990.259053   0.999981
2454990.279488   1.000096
2454990.299922   1.000017
2454990.320357   0.999996
2454990.340791   1.000058
2454990.361226   1.000047
2454990.381660   0.999893
2454990.402095   1.000220
2454990.422529   1.000122
2454990.442963   1.000098
2454990.463398   0.999777
2454990.483832   1.000303
2454990.504267   0.999772
2454990.524701   1.000213
2454990.545135   0.999982
2454990.565570   1.000149
2454990.586004   0.999766
2454990.606439   0.999909
2454990.626873   1.000039
2454990.647308   0.999732
2454990.667742   0.999911
2454990.688177   0.999878
2454990.708611   1.000073
2454990.729046   0.999842
2454990.749480   0.999828
2454990.769914   0.999805
2454990.790349   0.999999
2454990.810783   0.999915
2454990.831218   0.999974
2454990.851652   0.999828
2454990.872086   0.999874
2454990.892521   0.999943
2454990.912955   1.000219
2454990.933390   0.999814
2454990.953824   0.999945
2454990.974259   1.000070
2454990.994693   1.000080
2454991.015128   1.000146
2454991.035562   0.999855
2454991.055996   0.999739
2454991.076431   1.000057
2454991.096865   1.000250
2454991.117300   0.999899
2454991.137734   0.999834
2454991.158169   1.000007
2454991.178603   0.999925
2454991.199037   1.000015
2454991.219472   0.999974
2454991.239906   0.999925
2454991.280775   1.000028
2454991.301210   0.996604
2454991.321644   0.993529
2454991.342078   0.993091
2454991.362513   0.992844
2454991.382947   0.992794
2454991.403382   0.992731
2454991.423816   0.992951
2454991.444251   0.993481
2454991.464685   0.994987
2454991.485120   0.999702
2454991.505554   0.999961
2454991.525988   1.000052
2454991.546423   1.000001
2454991.566857   1.000139
2454991.587292   0.999924
2454991.607726   0.999892
2454991.628161   1.000081
2454991.648595   0.999779
2454991.669030   0.999969
2454991.689464   1.000106
2454991.709898   0.999744
2454991.730333   1.000032
2454991.750767   0.999901
2454991.771202   1.000024
2454991.791636   1.000130
2454991.812071   0.999995
2454991.832505   1.000208
2454991.852939   0.999929
2454991.873374   1.000011
2454991.893808   1.000050
2454991.914243   0.999968
2454991.934677   0.999806
2454991.955112   1.000332
2454991.975546   0.999939
2454991.995980   0.999872
2454992.016415   0.999868
2454992.036849   1.000062
2454992.057284   0.999799
2454992.077718   1.000231
2454992.098153   0.999807
2454992.118587   0.999952
2454992.139021   1.000185
2454992.159456   1.000182
2454992.179890   0.999991
2454992.200325   0.999992
2454992.220759   1.000094
2454992.241194   0.999980
2454992.261628   0.999974
2454992.282062   0.999743
2454992.302497   1.000056
2454992.322931   0.999897
2454992.343366   0.999916
2454992.363800   0.999746
2454992.384235   0.999765
2454992.404669   1.000101
2454992.425104   1.000011
2454992.445538   1.000199
2454992.465972   1.000016
2454992.486407   1.000101
2454992.506841   0.999886
2454992.527276   0.999842
2454992.547710   0.999881
2454992.568145   0.999971
2454992.588579   1.000146
2454992.609013   0.999768
2454992.629448   0.999779
2454992.649882   1.000079
2454992.670317   0.999834
2454992.690751   1.000152
2454992.711186   0.999972
2454992.731620   1.000111
2454992.752054   0.999977
2454992.772489   1.000200
2454992.792923   0.999823
2454992.813358   0.999797
2454992.833792   0.999998
2454992.854227   0.999855
2454992.874661   1.000005
2454992.895095   0.999622
2454992.915530   0.999709
2454992.935964   0.999842
2454992.956399   0.999880
2454992.976833   0.999967
2454992.997268   0.999831
2454993.017702   1.000183
2454993.038137   0.999885
2454993.058571   0.999969
2454993.079005   0.999973
2454993.099440   1.000102
2454993.119874   0.999858
2454993.140309   0.999844
2454993.160743   0.999577
2454993.181178   1.000070
2454993.201612   1.000091
2454993.222047   1.000241
2454993.242481   1.000008
2454993.262915   0.999886
2454993.283350   1.000049
2454993.303784   1.000078
2454993.324219   1.000187
2454993.344653   0.999866
2454993.365088   1.000161
2454993.385522   0.999980
2454993.405956   0.999718
2454993.426391   0.999832
2454993.446825   0.999808
2454993.467260   1.000107
2454993.487694   0.999967
2454993.508129   0.999883
2454993.528563   1.000176
2454993.548997   0.999880
2454993.569432   0.999911
2454993.589866   0.999952
2454993.610301   1.000041
2454993.630735   0.999945
2454993.651170   1.000257
2454993.671604   0.999678
2454993.692038   0.999903
2454993.712473   0.999788
2454993.732907   0.999960
2454993.753342   0.999937
2454993.773776   0.999979
2454993.794211   0.999999
2454993.814645   1.000171
2454993.835079   0.999952
2454993.855514   0.999753
2454993.875948   0.999934
2454993.896383   0.999849
2454993.916817   1.000004
2454993.937252   1.000008
2454993.957686   0.999960
2454993.978121   1.000003
2454993.998555   0.999930
2454994.018989   0.999836
2454994.039424   0.999953
2454994.059858   1.000183
2454994.080293   1.000029
2454994.100727   0.999865
2454994.121162   1.000005
2454994.141596   0.999983
2454994.162030   1.000161
2454994.182465   0.999971
2454994.202899   0.999892
2454994.223334   1.000007
2454994.264203   1.000054
2454994.284637   0.999970
2454994.305072   0.999800
2454994.325506   0.999980
2454994.345940   1.000137
2454994.366375   0.999932
2454994.386809   0.999940
2454994.407244   0.999984
2454994.427678   1.000064
2454994.448113   0.999852
2454994.468547   0.999781
2454994.488981   0.999877
2454994.509416   1.000044
2454994.529850   1.000000
2454994.550285   0.999729
2454994.570719   1.000228
2454994.591154   1.000077
2454994.611588   0.999886
2454994.632022   0.999922
2454994.652457   1.000029
2454994.672891   0.999998
2454994.693326   0.999768
2454994.713760   0.999989
2454994.734195   1.000078
2454994.754629   0.999958
2454994.775064   0.999895
2454994.795498   0.999988
2454994.815932   0.999982
2454994.836367   0.999717
2454994.856801   0.994881
2454994.877236   0.993192
2454994.897670   0.993138
2454994.918105   0.992856
2454994.938539   0.992624
2454994.958973   0.992628
2454994.979408   0.992935
2454994.999842   0.993642
2454995.020277   0.997068
2454995.040711   0.999910
2454995.061146   0.999767
2454995.081580   1.000094
2454995.102015   1.000029
2454995.122449   1.000034
2454995.142883   1.000043
2454995.163318   0.999876
2454995.183752   0.999948
2454995.204187   1.000054
2454995.224621   0.999971
2454995.245056   1.000261
2454995.265490   0.999948
2454995.285924   0.999740
2454995.306359   0.999826
2454995.326793   1.000000
2454995.347228   0.999946
2454995.367662   0.999687
2454995.388097   1.000057
2454995.408531   0.999981
2454995.428965   1.000012
2454995.449400   1.000075
2454995.469834   0.999902
2454995.490269   1.000222
2454995.510703   0.999991
2454995.531137   0.999806
2454995.551571   1.000108
2454995.572006   0.999967
2454995.592440   1.000129
2454995.612875   0.999881
2454995.633309   1.000275
2454995.653744   1.000153
2454995.674178   0.999941
2454995.694613   0.999938
2454995.715047   0.999831
2454995.735481   0.999740
2454995.755916   0.999962
2454995.776350   1.000050
2454995.796785   0.999844
2454995.817219   0.999937
2454995.837654   1.000116
2454995.858088   1.000012
2454995.878522   1.000151
2454995.898957   1.000026
2454995.919391   0.999935
2454995.939826   0.999648
2454995.960260   0.999888
2454995.980695   0.999753
2454996.001129   0.999912
2454996.021563   1.000209
2454996.041998   1.000003
2454996.062432   0.999997
2454996.082867   0.999834
2454996.103301   0.999873
2454996.123736   1.000176
2454996.144170   1.000051
2454996.164604   1.000227
2454996.185039   0.999942
2454996.205473   0.999856
2454996.225908   0.999809
2454996.246342   0.999870
2454996.266777   0.999783
2454996.287211   0.999995
2454996.307646   1.000089
2454996.328080   0.999749
2454996.348514   0.999910
2454996.368949   0.999937
2454996.389383   1.000084
2454996.409818   1.000004
2454996.430252   1.000015
2454996.450686   1.000205
2454996.471121   0.999728
2454996.491555   0.999845
2454996.511990   0.999823
2454996.532424   1.000208
2454996.552859   1.000224
2454996.573293   0.999935
2454996.593728   0.999929
2454996.614162   0.999824
2454996.634597   0.999895
2454996.655031   0.999780
2454996.675465   0.999854
2454996.695900   0.999866
2454996.716334   0.999793
2454996.736769   0.999963
2454996.757203   0.999998
2454996.777638   0.999991
2454996.798072   1.000046
2454996.818506   1.000131
2454996.838941   1.000148
2454996.859375   0.999944
2454996.879810   1.000010
2454996.900244   1.000007
2454996.920679   1.000088
2454996.941113   0.999868
2454996.961547   1.000067
2454996.981982   1.000076
2454997.002416   0.999994
2454997.022851   0.999813
2454997.043285   1.000090
2454997.063720   0.999991
2454997.084154   1.000047
2454997.104589   0.999762
2454997.125023   1.000077
2454997.145457   0.999632
2454997.165892   0.999788
2454997.186326   0.999807
2454997.206761   1.000077
2454997.247629   1.000159
2454997.268064   1.000047
2454997.288498   1.000005
2454997.308933   1.000008
2454997.329367   0.999902
2454997.349802   0.999940
2454997.370236   0.999781
2454997.390671   0.999873
2454997.411105   0.999871
2454997.431539   0.999693
2454997.451974   0.999948
2454997.472408   1.000152
2454997.492843   1.000027
2454997.513277   1.000161
2454997.533712   0.999979
2454997.554146   1.000086
2454997.574580   0.999916
2454997.595015   1.000000
2454997.615449   1.000095
2454997.635884   0.999893
2454997.656318   0.999811
2454997.676753   0.999869
2454997.697187   0.999985
2454997.717622   0.999976
2454997.738056   1.000024
2454997.758490   1.000065
2454997.778925   0.999901
2454997.799359   0.999817
2454997.819794   0.999759
2454997.840228   1.000213
2454997.860663   0.999813
2454997.881097   0.999939
2454997.901531   0.999957
2454997.921966   0.999833
2454997.942400   0.999837
2454997.962835   1.000386
2454997.983269   0.999854
